name,num_qubits,width,depth,num_cnot,num_t,num_2qbit,num_3qbit
ghz_indep_qiskit_86.qasm,86,172,87,85,0,85,0
twolocalrandom_indep_qiskit_20.qasm,20,40,82,570,0,570,0
qpeexact_indep_qiskit_53.qasm,53,105,158,0,0,1404,0
ghz_indep_qiskit_107.qasm,107,214,108,106,0,106,0
su2random_indep_qiskit_53.qasm,53,106,214,4134,0,4134,0
graphstate_indep_qiskit_8.qasm,8,16,6,0,0,8,0
graphstate_indep_qiskit_127.qasm,127,254,10,0,0,127,0
random_indep_qiskit_107.qasm,107,214,1408,7143,337,13323,759
wstate_indep_qiskit_21.qasm,21,42,43,20,0,40,0
graphstate_indep_qiskit_37.qasm,37,74,7,0,0,37,0
ae_indep_qiskit_74.qasm,74,148,438,146,0,2774,0
wstate_indep_qiskit_56.qasm,56,112,113,55,0,110,0
graphstate_indep_qiskit_40.qasm,40,80,8,0,0,40,0
qpeinexact_indep_qiskit_79.qasm,79,157,236,0,0,3120,0
random_indep_qiskit_84.qasm,84,168,1093,4378,222,8072,483
realamprandom_indep_qiskit_95.qasm,95,190,382,13395,0,13395,0
qpeinexact_indep_qiskit_96.qasm,96,191,287,0,0,4607,0
su2random_indep_qiskit_24.qasm,24,48,98,828,0,828,0
qft_indep_qiskit_84.qasm,84,252,169,0,0,3528,0
qpeexact_indep_qiskit_116.qasm,116,231,347,0,0,6727,0
qpeexact_indep_qiskit_24.qasm,24,47,65,0,0,284,0
twolocalrandom_indep_qiskit_57.qasm,57,114,230,4788,0,4788,0
tsp_indep_qiskit_4.qasm,4,8,18,0,0,15,0
tsp_indep_qiskit_16.qasm,16,32,30,0,0,75,0
realamprandom_indep_qiskit_111.qasm,111,222,446,18315,0,18315,0
qnn_indep_qiskit_112.qasm,112,224,1115,24975,0,24975,0
qpeinexact_indep_qiskit_7.qasm,7,13,20,0,0,24,0
graphstate_indep_qiskit_107.qasm,107,214,7,0,0,107,0
random_indep_qiskit_127.qasm,127,254,1704,9938,474,18445,1112
ae_indep_qiskit_23.qasm,23,46,132,44,0,275,0
graphstate_indep_qiskit_17.qasm,17,34,8,0,0,17,0
qpeexact_indep_qiskit_73.qasm,73,145,218,0,0,2664,0
ghz_indep_qiskit_127.qasm,127,254,128,126,0,126,0
su2random_indep_qiskit_73.qasm,73,146,294,7884,0,7884,0
ghz_indep_qiskit_49.qasm,49,98,50,48,0,48,0
qpeinexact_indep_qiskit_129.qasm,129,257,386,0,0,8320,0
dj_indep_qiskit_83.qasm,83,165,85,82,0,82,0
grover-v-chain_indep_qiskit_13.qasm,13,26,6255,3048,0,6108,132
wstate_indep_qiskit_17.qasm,17,34,35,16,0,32,0
ae_indep_qiskit_35.qasm,35,70,204,68,0,629,0
graphstate_indep_qiskit_111.qasm,111,222,8,0,0,111,0
qpeinexact_indep_qiskit_38.qasm,38,75,113,0,0,721,0
su2random_indep_qiskit_65.qasm,65,130,262,6240,0,6240,0
qpeexact_indep_qiskit_65.qasm,65,129,194,0,0,2112,0
twolocalrandom_indep_qiskit_16.qasm,16,32,66,360,0,360,0
pricingcall_indep_qiskit_25.qasm,25,50,7429,4148,0,4160,66
dj_indep_qiskit_95.qasm,95,189,97,94,0,94,0
pricingput_indep_qiskit_23.qasm,23,46,4097,2096,0,2107,60
grover-noancilla_indep_qiskit_10.qasm,10,20,26029,12988,0,26010,0
grover-v-chain_indep_qiskit_5.qasm,5,10,102,42,0,87,9
twolocalrandom_indep_qiskit_119.qasm,119,238,478,21063,0,21063,0
qft_indep_qiskit_127.qasm,127,381,255,0,0,8064,0
graphstate_indep_qiskit_56.qasm,56,112,8,0,0,56,0
wstate_indep_qiskit_40.qasm,40,80,81,39,0,78,0
ae_indep_qiskit_62.qasm,62,124,366,122,0,1952,0
ae_indep_qiskit_129.qasm,129,258,768,256,0,8384,0
portfolioqaoa_indep_qiskit_12.qasm,12,36,51,0,0,198,0
qpeexact_indep_qiskit_32.qasm,32,63,95,0,0,511,0
qpeexact_indep_qiskit_100.qasm,100,199,299,0,0,4999,0
wstate_indep_qiskit_123.qasm,123,246,247,122,0,244,0
qft_indep_qiskit_92.qasm,92,276,185,0,0,4232,0
su2random_indep_qiskit_32.qasm,32,64,130,1488,0,1488,0
qpeinexact_indep_qiskit_80.qasm,80,159,239,0,0,3199,0
realamprandom_indep_qiskit_83.qasm,83,166,334,10209,0,10209,0
random_indep_qiskit_92.qasm,92,184,1215,5219,221,9812,550
realamprandom_indep_qiskit_107.qasm,107,214,430,17013,0,17013,0
ae_indep_qiskit_3.qasm,3,6,12,4,0,5,1
twolocalrandom_indep_qiskit_41.qasm,41,82,166,2460,0,2460,0
qftentangled_indep_qiskit_123.qasm,123,246,249,122,0,7686,0
qnn_indep_qiskit_104.qasm,104,208,1035,21527,0,21527,0
qpeexact_indep_qiskit_49.qasm,49,97,146,0,0,1200,0
su2random_indep_qiskit_49.qasm,49,98,198,3528,0,3528,0
qpeinexact_indep_qiskit_14.qasm,14,27,41,0,0,97,0
realamprandom_indep_qiskit_17.qasm,17,34,70,408,0,408,0
qftentangled_indep_qiskit_20.qasm,20,40,43,19,0,219,0
ae_indep_qiskit_19.qasm,19,38,108,36,0,189,0
dj_indep_qiskit_4.qasm,4,7,6,3,0,3,0
dj_indep_qiskit_100.qasm,100,199,102,99,0,99,0
ghz_indep_qiskit_73.qasm,73,146,74,72,0,72,0
qnn_indep_qiskit_21.qasm,21,42,205,860,0,860,0
qpeinexact_indep_qiskit_113.qasm,113,225,338,0,0,6384,0
dj_indep_qiskit_56.qasm,56,111,58,55,0,55,0
pricingput_indep_qiskit_9.qasm,9,18,84,36,0,40,18
portfoliovqe_indep_qiskit_3.qasm,3,6,14,0,0,9,1
qftentangled_indep_qiskit_98.qasm,98,196,199,97,0,4899,0
graphstate_indep_qiskit_95.qasm,95,190,7,0,0,95,0
wstate_indep_qiskit_83.qasm,83,166,167,82,0,164,0
qaoa_indep_qiskit_15.qasm,15,30,11,0,0,30,0
ae_indep_qiskit_105.qasm,105,210,624,208,0,5564,0
qftentangled_indep_qiskit_77.qasm,77,154,157,76,0,3040,0
realamprandom_indep_qiskit_40.qasm,40,80,162,2340,0,2340,0
random_indep_qiskit_51.qasm,51,102,562,1613,74,2910,164
qft_indep_qiskit_51.qasm,51,153,103,0,0,1300,0
qpeinexact_indep_qiskit_43.qasm,43,85,128,0,0,924,0
qnn_indep_qiskit_128.qasm,128,256,1275,32639,0,32639,0
qnn_indep_qiskit_76.qasm,76,152,755,11475,0,11475,0
twolocalrandom_indep_qiskit_82.qasm,82,164,330,9963,0,9963,0
twolocalrandom_indep_qiskit_8.qasm,8,16,34,84,0,84,0
ghz_indep_qiskit_24.qasm,24,48,25,23,0,23,0
su2random_indep_qiskit_103.qasm,103,206,414,15759,0,15759,0
qnn_indep_qiskit_99.qasm,99,198,985,19502,0,19502,0
wstate_indep_qiskit_95.qasm,95,190,191,94,0,188,0
graphstate_indep_qiskit_83.qasm,83,166,9,0,0,83,0
wstate_indep_qiskit_119.qasm,119,238,239,118,0,236,0
qpeinexact_indep_qiskit_55.qasm,55,109,164,0,0,1512,0
qft_indep_qiskit_47.qasm,47,141,95,0,0,1104,0
random_indep_qiskit_47.qasm,47,94,579,1426,85,2500,158
realamprandom_indep_qiskit_56.qasm,56,112,226,4620,0,4620,0
qftentangled_indep_qiskit_61.qasm,61,122,125,60,0,1920,0
ae_indep_qiskit_58.qasm,58,116,342,114,0,1710,0
ae_indep_qiskit_113.qasm,113,226,672,224,0,6440,0
su2random_indep_qiskit_115.qasm,115,230,462,19665,0,19665,0
ghz_indep_qiskit_32.qasm,32,64,33,31,0,31,0
twolocalrandom_indep_qiskit_94.qasm,94,188,378,13113,0,13113,0
qnn_indep_qiskit_60.qasm,60,120,595,7139,0,7139,0
qftentangled_indep_qiskit_119.qasm,119,238,241,118,0,7198,0
dj_indep_qiskit_17.qasm,17,33,19,16,0,16,0
ghz_indep_qiskit_2.qasm,2,4,3,1,0,2,0
dj_indep_qiskit_116.qasm,116,231,118,115,0,115,0
graphstate_indep_qiskit_4.qasm,4,8,5,0,0,4,0
qftentangled_indep_qiskit_36.qasm,36,72,75,35,0,683,0
random_indep_qiskit_10.qasm,10,20,56,48,4,86,3
qft_indep_qiskit_10.qasm,10,30,21,0,0,50,0
pricingput_indep_qiskit_19.qasm,19,38,1143,552,0,561,48
qnn_indep_qiskit_3.qasm,3,6,25,14,0,14,1
qpeinexact_indep_qiskit_105.qasm,105,209,314,0,0,5512,0
qnn_indep_qiskit_37.qasm,37,74,365,2700,0,2700,0
twolocalrandom_indep_qiskit_123.qasm,123,246,494,22509,0,22509,0
ghz_indep_qiskit_65.qasm,65,130,66,64,0,64,0
dj_indep_qiskit_40.qasm,40,79,42,39,0,39,0
qpeexact_indep_qiskit_115.qasm,115,229,344,0,0,6612,0
ae_indep_qiskit_98.qasm,98,196,582,194,0,4850,0
qwalk-v-chain_indep_qiskit_19.qasm,19,38,500,6,0,6,486
qpeexact_indep_qiskit_27.qasm,27,53,80,0,0,364,0
realamprandom_indep_qiskit_96.qasm,96,192,386,13680,0,13680,0
random_indep_qiskit_87.qasm,87,174,1144,4872,234,8877,504
qpeinexact_indep_qiskit_95.qasm,95,189,284,0,0,4512,0
qft_indep_qiskit_87.qasm,87,261,175,0,0,3784,0
su2random_indep_qiskit_27.qasm,27,54,110,1053,0,1053,0
realamprandom_indep_qiskit_79.qasm,79,158,318,9243,0,9243,0
random_indep_qiskit_68.qasm,68,136,891,2937,129,5405,310
qft_indep_qiskit_68.qasm,68,204,137,0,0,2312,0
ae_indep_qiskit_77.qasm,77,154,456,152,0,3002,0
graphstate_indep_qiskit_43.qasm,43,86,8,0,0,43,0
wstate_indep_qiskit_55.qasm,55,110,111,54,0,108,0
qnn_indep_qiskit_111.qasm,111,222,1105,24530,0,24530,0
qpeinexact_indep_qiskit_4.qasm,4,7,11,0,0,7,0
realamprandom_indep_qiskit_112.qasm,112,224,450,18648,0,18648,0
dj_indep_qiskit_38.qasm,38,75,40,37,0,37,0
twolocalrandom_indep_qiskit_54.qasm,54,108,218,4293,0,4293,0
su2random_indep_qiskit_70.qasm,70,140,282,7245,0,7245,0
qpeexact_indep_qiskit_70.qasm,70,139,209,0,0,2449,0
ghz_indep_qiskit_124.qasm,124,248,125,123,0,123,0
ae_indep_qiskit_20.qasm,20,40,114,38,0,209,0
graphstate_indep_qiskit_14.qasm,14,28,7,0,0,14,0
qftentangled_indep_qiskit_19.qasm,19,38,41,18,0,198,0
graphstate_indep_qiskit_104.qasm,104,208,9,0,0,104,0
random_indep_qiskit_124.qasm,124,248,1702,9555,476,17755,1020
dj_indep_qiskit_80.qasm,80,159,82,79,0,79,0
qnn_indep_qiskit_18.qasm,18,36,175,629,0,629,0
qpeexact_indep_qiskit_66.qasm,66,131,197,0,0,2177,0
su2random_indep_qiskit_66.qasm,66,132,266,6435,0,6435,0
graphstate_indep_qiskit_112.qasm,112,224,8,0,0,112,0
random_indep_qiskit_29.qasm,29,58,310,528,26,913,49
realamprandom_indep_qiskit_38.qasm,38,76,154,2109,0,2109,0
su2random_indep_qiskit_89.qasm,89,178,358,11748,0,11748,0
qft_indep_qiskit_29.qasm,29,87,59,0,0,420,0
qpeexact_indep_qiskit_89.qasm,89,177,266,0,0,3960,0
wstate_indep_qiskit_14.qasm,14,28,29,13,0,26,0
pricingcall_indep_qiskit_7.qasm,7,14,56,24,0,27,12
ae_indep_qiskit_36.qasm,36,72,210,70,0,665,0
dj_indep_qiskit_96.qasm,96,191,98,95,0,95,0
dj_indep_qiskit_79.qasm,79,157,81,78,0,78,0
twolocalrandom_indep_qiskit_15.qasm,15,30,62,315,0,315,0
wstate_indep_qiskit_120.qasm,120,240,241,119,0,238,0
su2random_indep_qiskit_31.qasm,31,62,126,1395,0,1395,0
qft_indep_qiskit_91.qasm,91,273,183,0,0,4140,0
qpeinexact_indep_qiskit_83.qasm,83,165,248,0,0,3444,0
random_indep_qiskit_91.qasm,91,182,1231,5257,235,9733,557
realamprandom_indep_qiskit_80.qasm,80,160,322,9480,0,9480,0
qpeexact_indep_qiskit_31.qasm,31,61,88,0,0,478,0
qpeexact_indep_qiskit_103.qasm,103,205,308,0,0,5304,0
wstate_indep_qiskit_43.qasm,43,86,87,42,0,84,0
graphstate_indep_qiskit_55.qasm,55,110,7,0,0,55,0
ae_indep_qiskit_61.qasm,61,122,360,120,0,1890,0
portfolioqaoa_indep_qiskit_11.qasm,11,33,47,0,0,165,0
realamprandom_indep_qiskit_9.qasm,9,18,38,108,0,108,0
qft_indep_qiskit_124.qasm,124,372,249,0,0,7688,0
qftentangled_indep_qiskit_58.qasm,58,116,119,57,0,1739,0
random_indep_qiskit_2.qasm,2,4,12,4,0,6,0
qnn_indep_qiskit_107.qasm,107,214,1065,22790,0,22790,0
qnn_indep_qiskit_59.qasm,59,118,585,6902,0,6902,0
qftentangled_indep_qiskit_120.qasm,120,240,243,119,0,7319,0
twolocalrandom_indep_qiskit_42.qasm,42,84,170,2583,0,2583,0
realamprandom_indep_qiskit_104.qasm,104,208,418,16068,0,16068,0
dj_indep_qiskit_103.qasm,103,205,105,102,0,102,0
wstate_indep_qiskit_38.qasm,38,76,77,37,0,74,0
dj_indep_qiskit_7.qasm,7,13,9,6,0,6,0
qpeinexact_indep_qiskit_17.qasm,17,33,50,0,0,144,0
realamprandom_indep_qiskit_14.qasm,14,28,58,273,0,273,0
qftentangled_indep_qiskit_23.qasm,23,46,49,22,0,286,0
twolocalrandom_indep_qiskit_39.qasm,39,78,158,2223,0,2223,0
dj_indep_qiskit_55.qasm,55,109,57,54,0,54,0
ghz_indep_qiskit_70.qasm,70,140,71,69,0,69,0
qwalk-v-chain_indep_qiskit_7.qasm,7,14,68,6,0,6,54
qnn_indep_qiskit_22.qasm,22,44,215,945,0,945,0
qpeinexact_indep_qiskit_110.qasm,110,219,329,0,0,6049,0
qft_indep_qiskit_108.qasm,108,324,217,0,0,5832,0
qftentangled_indep_qiskit_74.qasm,74,148,151,73,0,2811,0
random_indep_qiskit_52.qasm,52,104,663,1729,85,3114,161
realamprandom_indep_qiskit_43.qasm,43,86,174,2709,0,2709,0
qft_indep_qiskit_52.qasm,52,156,105,0,0,1352,0
qpeinexact_indep_qiskit_40.qasm,40,79,119,0,0,799,0
qaoa_indep_qiskit_16.qasm,16,32,11,0,0,32,0
ae_indep_qiskit_106.qasm,106,212,630,210,0,5670,0
graphstate_indep_qiskit_79.qasm,79,158,7,0,0,79,0
wstate_indep_qiskit_80.qasm,80,160,161,79,0,158,0
graphstate_indep_qiskit_96.qasm,96,192,9,0,0,96,0
qwalk-v-chain_indep_qiskit_23.qasm,23,46,740,6,0,6,726
realamprandom_indep_qiskit_128.qasm,128,256,514,24384,0,24384,0
qnn_indep_qiskit_75.qasm,75,150,745,11174,0,11174,0
twolocalrandom_indep_qiskit_81.qasm,81,162,326,9720,0,9720,0
su2random_indep_qiskit_100.qasm,100,200,402,14850,0,14850,0
ghz_indep_qiskit_27.qasm,27,54,28,26,0,26,0
wstate_indep_qiskit_79.qasm,79,158,159,78,0,156,0
portfolioqaoa_indep_qiskit_8.qasm,8,24,35,0,0,84,0
ae_indep_qiskit_110.qasm,110,220,654,218,0,6104,0
qft_indep_qiskit_3.qasm,3,9,7,0,0,4,1
qpeinexact_indep_qiskit_56.qasm,56,111,167,0,0,1567,0
qft_indep_qiskit_44.qasm,44,132,89,0,0,968,0
realamprandom_indep_qiskit_55.qasm,55,110,222,4455,0,4455,0
random_indep_qiskit_44.qasm,44,88,559,1170,49,2257,119
qftentangled_indep_qiskit_62.qasm,62,124,127,61,0,1983,0
graphstate_indep_qiskit_80.qasm,80,160,8,0,0,80,0
wstate_indep_qiskit_96.qasm,96,192,193,95,0,190,0
twolocalrandom_indep_qiskit_78.qasm,78,156,314,9009,0,9009,0
dj_indep_qiskit_14.qasm,14,27,16,13,0,13,0
ghz_indep_qiskit_31.qasm,31,62,32,30,0,30,0
su2random_indep_qiskit_116.qasm,116,232,466,20010,0,20010,0
twolocalrandom_indep_qiskit_97.qasm,97,194,390,13968,0,13968,0
qnn_indep_qiskit_63.qasm,63,126,625,7874,0,7874,0
random_indep_qiskit_108.qasm,108,216,1473,7259,347,13431,782
graphstate_indep_qiskit_128.qasm,128,256,9,0,0,128,0
graphstate_indep_qiskit_7.qasm,7,14,5,0,0,7,0
qftentangled_indep_qiskit_35.qasm,35,70,73,34,0,646,0
wstate_indep_qiskit_3.qasm,3,6,7,2,0,4,1
random_indep_qiskit_13.qasm,13,26,141,114,2,188,8
qft_indep_qiskit_13.qasm,13,39,27,0,0,84,0
graphstate_indep_qiskit_38.qasm,38,76,7,0,0,38,0
dj_indep_qiskit_115.qasm,115,229,117,114,0,114,0
ghz_indep_qiskit_108.qasm,108,216,109,107,0,107,0
grover-noancilla_indep_qiskit_9.qasm,9,18,9158,4560,0,9144,0
dj_indep_qiskit_43.qasm,43,85,45,42,0,42,0
ghz_indep_qiskit_89.qasm,89,178,90,88,0,88,0
qpeinexact_indep_qiskit_106.qasm,106,211,317,0,0,5617,0
qnn_indep_qiskit_34.qasm,34,68,335,2277,0,2277,0
ghz_indep_qiskit_66.qasm,66,132,67,65,0,65,0
twolocalrandom_indep_qiskit_120.qasm,120,240,482,21420,0,21420,0
qpeinexact_indep_qiskit_8.qasm,8,15,23,0,0,31,0
ghz_indep_qiskit_11.qasm,11,22,12,10,0,10,0
qnn_indep_qiskit_43.qasm,43,86,425,3654,0,3654,0
twolocalrandom_indep_qiskit_58.qasm,58,116,234,4959,0,4959,0
dj_indep_qiskit_34.qasm,34,67,36,33,0,33,0
qpeinexact_indep_qiskit_99.qasm,99,197,296,0,0,4900,0
qwalk-v-chain_indep_qiskit_15.qasm,15,30,308,6,0,6,294
ae_indep_qiskit_94.qasm,94,188,558,186,0,4464,0
qpeexact_indep_qiskit_119.qasm,119,237,356,0,0,7080,0
wstate_indep_qiskit_59.qasm,59,118,119,58,0,116,0
ae_indep_qiskit_130.qasm,130,260,774,258,0,8514,0
qpeinexact_indep_qiskit_76.qasm,76,151,227,0,0,2887,0
qft_indep_qiskit_64.qasm,64,192,129,0,0,2048,0
realamprandom_indep_qiskit_75.qasm,75,150,302,8325,0,8325,0
random_indep_qiskit_64.qasm,64,128,855,2680,134,4867,273
qftentangled_indep_qiskit_42.qasm,42,84,87,41,0,923,0
qftentangled_indep_qiskit_2.qasm,2,4,7,1,0,4,0
qpeinexact_indep_qiskit_126.qasm,126,251,377,0,0,7937,0
qnn_indep_qiskit_14.qasm,14,28,135,377,0,377,0
ghz_indep_qiskit_46.qasm,46,92,47,45,0,45,0
twolocalrandom_indep_qiskit_100.qasm,100,200,402,14850,0,14850,0
dj_indep_qiskit_63.qasm,63,125,65,62,0,62,0
ghz_indep_qiskit_128.qasm,128,256,129,127,0,127,0
random_indep_qiskit_128.qasm,128,256,1710,10302,497,19088,1138
graphstate_indep_qiskit_108.qasm,108,216,9,0,0,108,0
qftentangled_indep_qiskit_15.qasm,15,30,33,14,0,126,0
realamprandom_indep_qiskit_22.qasm,22,44,90,693,0,693,0
random_indep_qiskit_33.qasm,33,66,352,639,33,1108,82
qpeinexact_indep_qiskit_21.qasm,21,41,62,0,0,220,0
qft_indep_qiskit_33.qasm,33,99,67,0,0,544,0
su2random_indep_qiskit_93.qasm,93,186,374,12834,0,12834,0
qpeexact_indep_qiskit_93.qasm,93,185,278,0,0,4324,0
graphstate_indep_qiskit_18.qasm,18,36,7,0,0,18,0
twolocalrandom_indep_qiskit_116.qasm,116,232,466,20010,0,20010,0
ghz_indep_qiskit_50.qasm,50,100,51,49,0,49,0
qpeinexact_indep_qiskit_130.qasm,130,259,389,0,0,8449,0
twolocalrandom_indep_qiskit_19.qasm,19,38,78,513,0,513,0
dj_indep_qiskit_75.qasm,75,149,77,74,0,74,0
dj_indep_qiskit_123.qasm,123,245,125,122,0,122,0
wstate_indep_qiskit_18.qasm,18,36,37,17,0,34,0
qpeexact_indep_qiskit_85.qasm,85,169,254,0,0,3612,0
su2random_indep_qiskit_85.qasm,85,170,342,10710,0,10710,0
qft_indep_qiskit_25.qasm,25,75,51,0,0,312,0
qpeinexact_indep_qiskit_37.qasm,37,73,110,0,0,684,0
random_indep_qiskit_25.qasm,25,50,266,369,18,660,38
realamprandom_indep_qiskit_34.qasm,34,68,138,1683,0,1683,0
qnn_indep_qiskit_55.qasm,55,110,545,5994,0,5994,0
su2random_indep_qiskit_120.qasm,120,240,482,21420,0,21420,0
realamprandom_indep_qiskit_108.qasm,108,216,434,17334,0,17334,0
dj_indep_qiskit_22.qasm,22,43,24,21,0,21,0
ae_indep_qiskit_82.qasm,82,164,486,162,0,3402,0
qftentangled_indep_qiskit_54.qasm,54,108,111,53,0,1511,0
qft_indep_qiskit_128.qasm,128,384,257,0,0,8192,0
random_indep_qiskit_72.qasm,72,144,942,3365,168,6121,358
realamprandom_indep_qiskit_63.qasm,63,126,254,5859,0,5859,0
qft_indep_qiskit_72.qasm,72,216,145,0,0,2592,0
qpeinexact_indep_qiskit_60.qasm,60,119,179,0,0,1799,0
qwalk-noancilla_indep_qiskit_3.qasm,3,6,20,6,0,6,7
realamprandom_indep_qiskit_5.qasm,5,10,22,30,0,30,0
ae_indep_qiskit_126.qasm,126,252,750,250,0,8000,0
graphstate_indep_qiskit_59.qasm,59,118,11,0,0,59,0
dj_indep_qiskit_59.qasm,59,117,61,58,0,58,0
twolocalrandom_indep_qiskit_35.qasm,35,70,142,1785,0,1785,0
ghz_indep_qiskit_93.qasm,93,186,94,92,0,92,0
portfoliovqe_indep_qiskit_13.qasm,13,26,54,0,0,234,0
random_indep_qiskit_112.qasm,112,224,1520,7865,389,14635,825
realamprandom_indep_qiskit_18.qasm,18,36,74,459,0,459,0
wstate_indep_qiskit_34.qasm,34,68,69,33,0,66,0
graphstate_indep_qiskit_22.qasm,22,44,8,0,0,22,0
ae_indep_qiskit_16.qasm,16,32,90,30,0,135,0
ghz_indep_qiskit_112.qasm,112,224,113,111,0,111,0
qpeexact_indep_qiskit_46.qasm,46,91,137,0,0,1057,0
su2random_indep_qiskit_46.qasm,46,92,186,3105,0,3105,0
qnn_indep_qiskit_96.qasm,96,192,955,18335,0,18335,0
twolocalrandom_indep_qiskit_62.qasm,62,124,250,5673,0,5673,0
realamprandom_indep_qiskit_124.qasm,124,248,498,22878,0,22878,0
qnn_indep_qiskit_127.qasm,127,254,1265,32130,0,32130,0
twolocalrandom_indep_qiskit_7.qasm,7,14,30,63,0,63,0
qnn_indep_qiskit_79.qasm,79,158,785,12402,0,12402,0
qftentangled_indep_qiskit_100.qasm,100,200,203,99,0,5099,0
wstate_indep_qiskit_63.qasm,63,126,127,62,0,124,0
graphstate_indep_qiskit_75.qasm,75,150,9,0,0,75,0
ae_indep_qiskit_41.qasm,41,82,240,80,0,860,0
qftentangled_indep_qiskit_78.qasm,78,156,159,77,0,3119,0
qft_indep_qiskit_104.qasm,104,312,209,0,0,5408,0
vqe_indep_qiskit_15.qasm,15,30,20,28,0,28,0
qftentangled_indep_qiskit_97.qasm,97,194,197,96,0,4800,0
wstate_indep_qiskit_100.qasm,100,200,201,99,0,198,0
su2random_indep_qiskit_11.qasm,11,22,46,165,0,165,0
qpeexact_indep_qiskit_11.qasm,11,21,32,0,0,60,0
qpeexact_indep_qiskit_123.qasm,123,245,368,0,0,7564,0
dj_indep_qiskit_18.qasm,18,35,20,17,0,17,0
twolocalrandom_indep_qiskit_74.qasm,74,148,298,8103,0,8103,0
qnn_indep_qiskit_80.qasm,80,160,795,12719,0,12719,0
qftentangled_indep_qiskit_116.qasm,116,232,235,115,0,6843,0
qft_indep_qiskit_112.qasm,112,336,225,0,0,6272,0
realamprandom_indep_qiskit_59.qasm,59,118,238,5133,0,5133,0
random_indep_qiskit_48.qasm,48,96,601,1440,76,2668,136
qft_indep_qiskit_48.qasm,48,144,97,0,0,1152,0
portfolioqaoa_indep_qiskit_4.qasm,4,12,19,0,0,18,0
ae_indep_qiskit_57.qasm,57,114,336,112,0,1652,0
graphstate_indep_qiskit_63.qasm,63,126,8,0,0,63,0
wstate_indep_qiskit_75.qasm,75,150,151,74,0,148,0
wstate_indep_qiskit_116.qasm,116,232,233,115,0,230,0
qftentangled_indep_qiskit_81.qasm,81,162,165,80,0,3360,0
ghz_indep_qiskit_85.qasm,85,170,86,84,0,84,0
twolocalrandom_indep_qiskit_23.qasm,23,46,94,759,0,759,0
grover-noancilla_indep_qiskit_5.qasm,5,10,170,84,0,129,0
qnn_indep_qiskit_38.qasm,38,76,375,2849,0,2849,0
graphstate_indep_qiskit_34.qasm,34,68,9,0,0,34,0
dj_indep_qiskit_119.qasm,119,237,121,118,0,118,0
wstate_indep_qiskit_22.qasm,22,44,45,21,0,42,0
qftentangled_indep_qiskit_39.qasm,39,78,81,38,0,798,0
graphstate_indep_qiskit_124.qasm,124,248,11,0,0,124,0
random_indep_qiskit_104.qasm,104,208,1421,6682,316,12571,714
su2random_indep_qiskit_50.qasm,50,100,202,3675,0,3675,0
qpeexact_indep_qiskit_50.qasm,50,99,149,0,0,1249,0
ghz_indep_qiskit_104.qasm,104,208,105,103,0,103,0
graphstate_indep_qiskit_35.qasm,35,70,7,0,0,35,0
dj_indep_qiskit_118.qasm,118,235,120,117,0,117,0
wstate_indep_qiskit_23.qasm,23,46,47,22,0,44,0
graphstate_indep_qiskit_125.qasm,125,250,9,0,0,125,0
qftentangled_indep_qiskit_38.qasm,38,76,79,37,0,759,0
random_indep_qiskit_105.qasm,105,210,1371,6766,344,12553,731
su2random_indep_qiskit_51.qasm,51,102,206,3825,0,3825,0
qpeexact_indep_qiskit_51.qasm,51,101,152,0,0,1300,0
ghz_indep_qiskit_105.qasm,105,210,106,104,0,104,0
ghz_indep_qiskit_84.qasm,84,168,85,83,0,83,0
twolocalrandom_indep_qiskit_22.qasm,22,44,90,693,0,693,0
pricingcall_indep_qiskit_11.qasm,11,22,127,52,0,57,24
qaoa_indep_qiskit_3.qasm,3,6,10,0,0,6,1
grover-noancilla_indep_qiskit_4.qasm,4,8,34,12,0,26,2
pricingput_indep_qiskit_17.qasm,17,34,613,288,0,296,42
qnn_indep_qiskit_39.qasm,39,78,385,3002,0,3002,0
qft_indep_qiskit_113.qasm,113,339,227,0,0,6384,0
realamprandom_indep_qiskit_58.qasm,58,116,234,4959,0,4959,0
random_indep_qiskit_49.qasm,49,98,601,1568,81,2802,171
qft_indep_qiskit_49.qasm,49,147,99,0,0,1200,0
portfolioqaoa_indep_qiskit_5.qasm,5,15,23,0,0,30,0
graphstate_indep_qiskit_62.qasm,62,124,9,0,0,62,0
wstate_indep_qiskit_74.qasm,74,148,149,73,0,146,0
ae_indep_qiskit_56.qasm,56,112,330,110,0,1595,0
wstate_indep_qiskit_117.qasm,117,234,235,116,0,232,0
qftentangled_indep_qiskit_80.qasm,80,160,163,79,0,3279,0
dj_indep_qiskit_19.qasm,19,37,21,18,0,18,0
twolocalrandom_indep_qiskit_75.qasm,75,150,302,8325,0,8325,0
qnn_indep_qiskit_81.qasm,81,162,805,13040,0,13040,0
qftentangled_indep_qiskit_117.qasm,117,234,237,116,0,6960,0
qnn_indep_qiskit_130.qasm,130,260,1295,33669,0,33669,0
ae_indep_qiskit_40.qasm,40,80,234,78,0,819,0
wstate_indep_qiskit_62.qasm,62,124,125,61,0,122,0
graphstate_indep_qiskit_74.qasm,74,148,10,0,0,74,0
qft_indep_qiskit_105.qasm,105,315,211,0,0,5512,0
qftentangled_indep_qiskit_79.qasm,79,158,161,78,0,3198,0
vqe_indep_qiskit_14.qasm,14,28,19,26,0,26,0
qftentangled_indep_qiskit_96.qasm,96,192,195,95,0,4703,0
